max_delay,balance,lifetime,ave_energy,max_buffer,segment_count,mdc_count,isdva,isdvsd,radio_range
73583.07999627946,2347.4822064903246,0.0,2019.9141270123723,3639.436306687209,21,9,4,3.0,100
