max_delay,balance,lifetime,ave_energy,max_buffer,segment_count,mdc_count,isdva,isdvsd,radio_range
23607.972914073245,796.535532087447,0.0,1682.1710684190843,1283.2061365618915,21,9,4,3.0,100
