max_delay,balance,lifetime,ave_energy,max_buffer,segment_count,mdc_count,isdva,isdvsd,radio_range
84233.52596103889,1138.0732451067647,0.0,2128.454826881176,1601.55946568539,21,9,4,3.0,100
